#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CYP1A2	SLC6A4	9606.ENSP00000342007	9606.ENSP00000261707	0	0	0	0	0	0	0	0.460	0.459
CYP1A2	GSTM1	9606.ENSP00000342007	9606.ENSP00000311469	0	0	0	0	0	0.057	0.650	0.635	0.869
CYP1A2	NQO1	9606.ENSP00000342007	9606.ENSP00000319788	0	0	0	0	0	0	0	0.529	0.529
CYP1A2	NR1I2	9606.ENSP00000342007	9606.ENSP00000336528	0	0	0	0	0	0.073	0	0.719	0.729
CYP1A2	CYP3A4	9606.ENSP00000342007	9606.ENSP00000337915	0	0	0.442	0.604	0.139	0.077	0.900	0.927	0.954
CYP1A2	MAOA	9606.ENSP00000342007	9606.ENSP00000340684	0	0	0	0	0.063	0	0	0.423	0.436
CYP1A2	ESR1	9606.ENSP00000342007	9606.ENSP00000405330	0	0	0	0	0	0.073	0	0.391	0.411
CYP1A2	PPARA	9606.ENSP00000342007	9606.ENSP00000385523	0	0	0	0	0	0.073	0	0.402	0.421
CYP1A2	GSTP1	9606.ENSP00000342007	9606.ENSP00000381607	0	0	0	0	0	0.057	0.650	0.563	0.843
CYP1A2	XDH	9606.ENSP00000342007	9606.ENSP00000368727	0	0	0	0	0.051	0	0.900	0.134	0.910
CYP1A2	NR1I3	9606.ENSP00000342007	9606.ENSP00000356959	0	0	0	0	0.076	0.073	0.900	0.660	0.967
CYP3A4	PON1	9606.ENSP00000337915	9606.ENSP00000222381	0	0	0	0	0.098	0	0	0.451	0.483
CYP3A4	GSTM2	9606.ENSP00000337915	9606.ENSP00000241337	0	0	0	0	0	0.056	0.650	0.356	0.768
CYP3A4	TP53	9606.ENSP00000337915	9606.ENSP00000269305	0	0	0	0	0	0.058	0	0.417	0.427
CYP3A4	EGFR	9606.ENSP00000337915	9606.ENSP00000275493	0	0	0	0	0	0	0	0.545	0.545
CYP3A4	PPARG	9606.ENSP00000337915	9606.ENSP00000287820	0	0	0	0	0.053	0.073	0	0.413	0.439
CYP3A4	HMGCR	9606.ENSP00000337915	9606.ENSP00000287936	0	0	0	0	0.064	0	0	0.502	0.514
CYP3A4	F2	9606.ENSP00000337915	9606.ENSP00000308541	0	0	0	0	0.087	0.061	0	0.502	0.535
CYP3A4	GSTM1	9606.ENSP00000337915	9606.ENSP00000311469	0	0	0	0	0	0.056	0.650	0.561	0.842
CYP3A4	NQO1	9606.ENSP00000337915	9606.ENSP00000319788	0	0	0	0	0	0	0	0.454	0.454
CYP3A4	NR1I2	9606.ENSP00000337915	9606.ENSP00000336528	0	0	0	0	0.135	0.073	0	0.892	0.906
CYP3A4	RXRA	9606.ENSP00000337915	9606.ENSP00000419692	0	0	0	0	0	0.073	0	0.420	0.439
CYP3A4	IL6	9606.ENSP00000337915	9606.ENSP00000385675	0	0	0	0	0	0	0	0.457	0.457
CYP3A4	NCOA1	9606.ENSP00000337915	9606.ENSP00000385216	0	0	0	0	0	0	0	0.458	0.457
CYP3A4	DPP4	9606.ENSP00000337915	9606.ENSP00000353731	0	0	0	0	0	0	0	0.459	0.459
CYP3A4	PPARA	9606.ENSP00000337915	9606.ENSP00000385523	0	0	0	0	0.067	0.073	0	0.575	0.601
CYP3A4	ESR1	9606.ENSP00000337915	9606.ENSP00000405330	0	0	0	0	0.049	0.073	0	0.621	0.637
CYP3A4	NR1I3	9606.ENSP00000337915	9606.ENSP00000356959	0	0	0	0	0.062	0.073	0	0.826	0.836
CYP3A4	GSTP1	9606.ENSP00000337915	9606.ENSP00000381607	0	0	0	0	0	0.056	0.650	0.563	0.843
CYP3A4	MAOA	9606.ENSP00000337915	9606.ENSP00000340684	0	0	0	0	0.064	0	0.900	0.366	0.935
DPP4	MMP2	9606.ENSP00000353731	9606.ENSP00000219070	0	0	0	0	0.063	0	0	0.391	0.404
DPP4	SERPINE1	9606.ENSP00000353731	9606.ENSP00000223095	0	0	0	0	0	0	0	0.479	0.479
DPP4	IFNG	9606.ENSP00000353731	9606.ENSP00000229135	0	0	0	0	0	0	0	0.403	0.403
DPP4	IL1B	9606.ENSP00000353731	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.465	0.476
DPP4	ICAM1	9606.ENSP00000353731	9606.ENSP00000264832	0	0	0	0	0.062	0	0	0.462	0.474
DPP4	TP53	9606.ENSP00000353731	9606.ENSP00000269305	0	0	0	0	0	0	0	0.928	0.928
DPP4	PPARG	9606.ENSP00000353731	9606.ENSP00000287820	0	0	0	0	0.062	0.078	0	0.566	0.591
DPP4	SLC2A4	9606.ENSP00000353731	9606.ENSP00000320935	0	0	0	0	0.062	0	0	0.497	0.508
DPP4	IL10	9606.ENSP00000353731	9606.ENSP00000412237	0	0	0	0	0	0	0	0.419	0.418
DPP4	MMP9	9606.ENSP00000353731	9606.ENSP00000361405	0	0	0	0	0	0	0	0.421	0.421
DPP4	PTPN1	9606.ENSP00000353731	9606.ENSP00000360683	0	0	0	0	0	0	0	0.472	0.472
DPP4	PPARA	9606.ENSP00000353731	9606.ENSP00000385523	0	0	0	0	0.062	0.078	0	0.459	0.491
DPP4	TNF	9606.ENSP00000353731	9606.ENSP00000398698	0	0	0	0	0	0	0	0.532	0.532
DPP4	IL6	9606.ENSP00000353731	9606.ENSP00000385675	0	0	0	0	0	0	0	0.566	0.566
DPP4	MGAM	9606.ENSP00000353731	9606.ENSP00000447378	0	0	0	0	0.063	0	0	0.877	0.879
DRD2	SLC6A4	9606.ENSP00000354859	9606.ENSP00000261707	0	0	0	0	0.062	0.061	0	0.848	0.855
DRD2	EGFR	9606.ENSP00000354859	9606.ENSP00000275493	0	0	0	0	0.049	0.121	0	0.420	0.473
DRD2	MAOA	9606.ENSP00000354859	9606.ENSP00000340684	0	0	0	0	0	0	0	0.756	0.757
E2F1	TP53	9606.ENSP00000345571	9606.ENSP00000269305	0	0	0	0	0	0.678	0	0.925	0.975
E2F1	EGFR	9606.ENSP00000345571	9606.ENSP00000275493	0	0	0	0	0.062	0	0	0.498	0.509
E2F1	JUN	9606.ENSP00000345571	9606.ENSP00000360266	0	0	0	0	0	0	0	0.403	0.403
E2F1	PTEN	9606.ENSP00000345571	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.514	0.525
E2F1	ESR1	9606.ENSP00000345571	9606.ENSP00000405330	0	0	0	0	0.062	0.281	0	0.406	0.564
E2F1	HIF1A	9606.ENSP00000345571	9606.ENSP00000437955	0	0	0	0	0	0.057	0	0.627	0.634
EGFR	MMP2	9606.ENSP00000275493	9606.ENSP00000219070	0	0	0	0	0.110	0	0	0.684	0.707
EGFR	TGFB1	9606.ENSP00000275493	9606.ENSP00000221930	0	0	0	0	0	0.183	0	0.683	0.730
EGFR	SERPINE1	9606.ENSP00000275493	9606.ENSP00000223095	0	0	0	0	0.125	0	0	0.504	0.548
EGFR	IFNG	9606.ENSP00000275493	9606.ENSP00000229135	0	0	0	0	0	0	0.600	0.515	0.798
EGFR	MAPK14	9606.ENSP00000275493	9606.ENSP00000229795	0	0	0	0.577	0	0.736	0	0.647	0.807
EGFR	HSPB1	9606.ENSP00000275493	9606.ENSP00000248553	0	0	0	0	0.089	0.680	0	0.468	0.831
EGFR	MAPK3	9606.ENSP00000275493	9606.ENSP00000263025	0	0	0	0.580	0	0.413	0.900	0.859	0.960
EGFR	IL1A	9606.ENSP00000275493	9606.ENSP00000263339	0	0	0	0	0	0	0	0.533	0.533
EGFR	IL1B	9606.ENSP00000275493	9606.ENSP00000263341	0	0	0	0	0	0	0	0.561	0.561
EGFR	ICAM1	9606.ENSP00000275493	9606.ENSP00000264832	0	0	0	0	0	0.270	0	0.510	0.627
EGFR	TP53	9606.ENSP00000275493	9606.ENSP00000269305	0	0	0	0	0	0.279	0	0.877	0.908
EGFR	MTTP	9606.ENSP00000275493	9606.ENSP00000427679	0	0	0	0	0	0.397	0	0.050	0.402
EGFR	LDLR	9606.ENSP00000275493	9606.ENSP00000454071	0	0	0	0	0.063	0.072	0	0.406	0.439
EGFR	SLPI	9606.ENSP00000275493	9606.ENSP00000342082	0	0	0	0	0.076	0	0	0.434	0.454
EGFR	RASSF1	9606.ENSP00000275493	9606.ENSP00000349547	0	0	0	0	0	0	0	0.493	0.493
EGFR	NFE2L2	9606.ENSP00000275493	9606.ENSP00000380252	0	0	0	0	0	0	0	0.494	0.493
EGFR	RELA	9606.ENSP00000275493	9606.ENSP00000384273	0	0	0	0	0	0	0	0.503	0.503
EGFR	PPARA	9606.ENSP00000275493	9606.ENSP00000385523	0	0	0	0	0.062	0.102	0	0.460	0.505
EGFR	PRKACA	9606.ENSP00000275493	9606.ENSP00000309591	0	0	0	0.594	0	0.487	0	0.132	0.506
EGFR	MMP1	9606.ENSP00000275493	9606.ENSP00000322788	0	0	0	0	0.078	0	0	0.516	0.535
EGFR	PIK3CG	9606.ENSP00000275493	9606.ENSP00000352121	0	0	0	0	0	0.058	0	0.537	0.545
EGFR	FASN	9606.ENSP00000275493	9606.ENSP00000304592	0	0	0	0	0.066	0	0	0.583	0.595
EGFR	SPP1	9606.ENSP00000275493	9606.ENSP00000378517	0	0	0	0	0	0	0	0.600	0.600
EGFR	NCOA2	9606.ENSP00000275493	9606.ENSP00000399968	0	0	0	0	0.062	0	0	0.643	0.650
EGFR	INSR	9606.ENSP00000275493	9606.ENSP00000303830	0	0	0	0.574	0.062	0.107	0.500	0.567	0.651
EGFR	PPARG	9606.ENSP00000275493	9606.ENSP00000287820	0	0	0	0	0.062	0.316	0	0.517	0.663
EGFR	GSTP1	9606.ENSP00000275493	9606.ENSP00000381607	0	0	0	0	0.068	0.487	0	0.422	0.699
EGFR	PTGS2	9606.ENSP00000275493	9606.ENSP00000356438	0	0	0	0	0.062	0	0	0.700	0.706
EGFR	TNF	9606.ENSP00000275493	9606.ENSP00000398698	0	0	0	0	0.063	0	0	0.704	0.712
EGFR	MAPK8	9606.ENSP00000275493	9606.ENSP00000378974	0	0	0	0.563	0	0.642	0	0.591	0.731
EGFR	MMP9	9606.ENSP00000275493	9606.ENSP00000361405	0	0	0	0	0	0	0	0.733	0.733
EGFR	ESR2	9606.ENSP00000275493	9606.ENSP00000343925	0	0	0	0	0	0.316	0	0.663	0.759
EGFR	JUN	9606.ENSP00000275493	9606.ENSP00000360266	0	0	0	0	0.060	0.139	0	0.732	0.764
EGFR	IL10	9606.ENSP00000275493	9606.ENSP00000412237	0	0	0	0	0	0	0.600	0.521	0.800
EGFR	IL6	9606.ENSP00000275493	9606.ENSP00000385675	0	0	0	0	0	0	0.600	0.683	0.867
EGFR	PTEN	9606.ENSP00000275493	9606.ENSP00000361021	0	0	0	0	0	0.342	0	0.899	0.931
EGFR	HIF1A	9606.ENSP00000275493	9606.ENSP00000437955	0	0	0	0	0	0	0.900	0.776	0.976
EGFR	PRKCA	9606.ENSP00000275493	9606.ENSP00000408695	0	0	0	0.557	0.049	0.751	0.900	0.639	0.981
EGFR	ESR1	9606.ENSP00000275493	9606.ENSP00000405330	0	0	0	0	0	0.696	0	0.988	0.996
EGFR	STAT1	9606.ENSP00000275493	9606.ENSP00000354394	0	0	0	0	0.062	0.875	0.900	0.709	0.996
EGFR	PTPN1	9606.ENSP00000275493	9606.ENSP00000360683	0	0	0	0	0	0.893	0.900	0.988	0.999
ESR1	MMP2	9606.ENSP00000405330	9606.ENSP00000219070	0	0	0	0	0	0	0	0.560	0.560
ESR1	TGFB1	9606.ENSP00000405330	9606.ENSP00000221930	0	0	0	0	0	0	0	0.488	0.488
ESR1	SERPINE1	9606.ENSP00000405330	9606.ENSP00000223095	0	0	0	0	0	0.058	0	0.465	0.474
ESR1	IFNG	9606.ENSP00000405330	9606.ENSP00000229135	0	0	0	0	0	0	0	0.415	0.415
ESR1	MAPK14	9606.ENSP00000405330	9606.ENSP00000229795	0	0	0	0	0	0.264	0.900	0.458	0.956
ESR1	HSPB1	9606.ENSP00000405330	9606.ENSP00000248553	0	0	0	0	0	0.346	0.900	0.422	0.958
ESR1	SLC6A4	9606.ENSP00000405330	9606.ENSP00000261707	0	0	0	0	0.062	0.057	0	0.391	0.414
ESR1	MAPK3	9606.ENSP00000405330	9606.ENSP00000263025	0	0	0	0	0	0.264	0.900	0.683	0.974
ESR1	IL1B	9606.ENSP00000405330	9606.ENSP00000263341	0	0	0	0	0	0	0	0.729	0.729
ESR1	TP53	9606.ENSP00000405330	9606.ENSP00000269305	0	0	0	0	0	0.835	0	0.968	0.994
ESR1	SOD1	9606.ENSP00000405330	9606.ENSP00000270142	0	0	0	0	0.062	0	0	0.703	0.710
ESR1	INSR	9606.ENSP00000405330	9606.ENSP00000303830	0	0	0	0	0	0.077	0	0.391	0.413
ESR1	FASN	9606.ENSP00000405330	9606.ENSP00000304592	0	0	0	0	0	0.072	0	0.391	0.410
ESR1	PRKACA	9606.ENSP00000405330	9606.ENSP00000309591	0	0	0	0	0	0.209	0.800	0.073	0.840
ESR1	GSTM1	9606.ENSP00000405330	9606.ENSP00000311469	0	0	0	0	0	0.062	0	0.406	0.419
ESR1	NQO1	9606.ENSP00000405330	9606.ENSP00000319788	0	0	0	0	0	0	0	0.486	0.486
ESR1	SLC2A4	9606.ENSP00000405330	9606.ENSP00000320935	0	0	0	0	0	0.056	0	0.431	0.440
ESR1	MMP1	9606.ENSP00000405330	9606.ENSP00000322788	0	0	0	0	0	0	0	0.418	0.418
ESR1	ESR2	9606.ENSP00000405330	9606.ENSP00000343925	0	0	0	0.925	0	0.873	0.900	0.991	0.987
ESR1	SREBF1	9606.ENSP00000405330	9606.ENSP00000348069	0	0	0	0	0	0.213	0	0.451	0.549
ESR1	RASSF1	9606.ENSP00000405330	9606.ENSP00000349547	0	0	0	0	0	0	0	0.566	0.566
ESR1	STAT1	9606.ENSP00000405330	9606.ENSP00000354394	0	0	0	0	0	0.142	0.650	0.487	0.832
ESR1	PTGS2	9606.ENSP00000405330	9606.ENSP00000356438	0	0	0	0	0	0.056	0	0.632	0.637
ESR1	JUN	9606.ENSP00000405330	9606.ENSP00000360266	0	0	0	0	0	0.684	0.900	0.988	0.999
ESR1	PTPN1	9606.ENSP00000405330	9606.ENSP00000360683	0	0	0	0	0	0.291	0	0.300	0.482
ESR1	PTEN	9606.ENSP00000405330	9606.ENSP00000361021	0	0	0	0	0	0.282	0	0.715	0.787
ESR1	MMP9	9606.ENSP00000405330	9606.ENSP00000361405	0	0	0	0	0	0	0	0.615	0.615
ESR1	SPP1	9606.ENSP00000405330	9606.ENSP00000378517	0	0	0	0	0	0	0	0.599	0.599
ESR1	MAPK8	9606.ENSP00000405330	9606.ENSP00000378974	0	0	0	0	0	0	0.800	0.456	0.886
ESR1	NFE2L2	9606.ENSP00000405330	9606.ENSP00000380252	0	0	0	0	0	0.060	0	0.403	0.414
ESR1	GSTP1	9606.ENSP00000405330	9606.ENSP00000381607	0	0	0	0	0	0.062	0	0.560	0.569
ESR1	RELA	9606.ENSP00000405330	9606.ENSP00000384273	0	0	0	0	0	0.757	0	0.730	0.931
ESR1	NCOA1	9606.ENSP00000405330	9606.ENSP00000385216	0	0	0	0	0	0.984	0.900	0.989	0.999
ESR1	IL6	9606.ENSP00000405330	9606.ENSP00000385675	0	0	0	0	0	0	0	0.677	0.677
ESR1	TNF	9606.ENSP00000405330	9606.ENSP00000398698	0	0	0	0	0	0	0	0.622	0.622
ESR1	NCOA2	9606.ENSP00000405330	9606.ENSP00000399968	0	0	0	0	0.062	0.989	0.900	0.965	0.999
ESR1	IL10	9606.ENSP00000405330	9606.ENSP00000412237	0	0	0	0	0	0	0	0.460	0.459
ESR1	PRKCA	9606.ENSP00000405330	9606.ENSP00000408695	0	0	0	0	0	0	0	0.539	0.539
ESR1	HIF1A	9606.ENSP00000405330	9606.ENSP00000437955	0	0	0	0	0	0.587	0	0.835	0.929
ESR2	MAPK14	9606.ENSP00000343925	9606.ENSP00000229795	0	0	0	0	0.062	0.104	0.800	0.244	0.855
ESR2	HSPB1	9606.ENSP00000343925	9606.ENSP00000248553	0	0	0	0	0	0.056	0	0.531	0.538
ESR2	MAPK3	9606.ENSP00000343925	9606.ENSP00000263025	0	0	0	0	0	0.104	0.800	0.570	0.916
ESR2	IL1B	9606.ENSP00000343925	9606.ENSP00000263341	0	0	0	0	0	0	0	0.460	0.459
ESR2	TP53	9606.ENSP00000343925	9606.ENSP00000269305	0	0	0	0	0	0	0	0.881	0.881
ESR2	PRKACA	9606.ENSP00000343925	9606.ENSP00000309591	0	0	0	0	0	0	0.800	0.060	0.804
ESR2	SLC2A4	9606.ENSP00000343925	9606.ENSP00000320935	0	0	0	0	0.062	0.056	0	0.406	0.428
ESR2	GSTP1	9606.ENSP00000343925	9606.ENSP00000381607	0	0	0	0	0	0.062	0	0.391	0.404
ESR2	MMP9	9606.ENSP00000343925	9606.ENSP00000361405	0	0	0	0	0	0	0	0.459	0.459
ESR2	PTEN	9606.ENSP00000343925	9606.ENSP00000361021	0	0	0	0	0	0.058	0	0.465	0.474
ESR2	TNF	9606.ENSP00000343925	9606.ENSP00000398698	0	0	0	0	0	0	0	0.514	0.514
ESR2	PTGS2	9606.ENSP00000343925	9606.ENSP00000356438	0	0	0	0	0	0.056	0	0.520	0.527
ESR2	IL6	9606.ENSP00000343925	9606.ENSP00000385675	0	0	0	0	0	0	0	0.535	0.535
ESR2	HIF1A	9606.ENSP00000343925	9606.ENSP00000437955	0	0	0	0	0	0.108	0	0.645	0.670
ESR2	MAPK8	9606.ENSP00000343925	9606.ENSP00000378974	0	0	0	0	0.062	0	0.800	0.232	0.843
ESR2	JUN	9606.ENSP00000343925	9606.ENSP00000360266	0	0	0	0	0	0.066	0.800	0.795	0.958
ESR2	NCOA1	9606.ENSP00000343925	9606.ENSP00000385216	0	0	0	0	0	0.977	0.900	0.971	0.999
ESR2	NCOA2	9606.ENSP00000343925	9606.ENSP00000399968	0	0	0	0	0	0.847	0.900	0.952	0.999
F2	TGFB1	9606.ENSP00000308541	9606.ENSP00000221930	0	0	0	0	0	0	0	0.425	0.425
F2	SERPINE1	9606.ENSP00000308541	9606.ENSP00000223095	0	0	0	0	0.072	0.506	0	0.802	0.901
F2	MPO	9606.ENSP00000308541	9606.ENSP00000225275	0	0	0	0	0	0.056	0	0.503	0.510
F2	IFNG	9606.ENSP00000308541	9606.ENSP00000229135	0	0	0	0	0	0	0	0.402	0.402
F2	MAPK14	9606.ENSP00000308541	9606.ENSP00000229795	0	0	0	0	0	0.056	0	0.444	0.452
F2	GSTM2	9606.ENSP00000308541	9606.ENSP00000241337	0	0	0	0	0	0	0	0.565	0.565
F2	MAPK3	9606.ENSP00000308541	9606.ENSP00000263025	0	0	0	0	0	0.056	0.900	0.348	0.933
F2	IL1B	9606.ENSP00000308541	9606.ENSP00000263341	0	0	0	0	0	0	0	0.556	0.556
F2	IL10	9606.ENSP00000308541	9606.ENSP00000412237	0	0	0	0	0	0	0	0.446	0.446
F2	MMP9	9606.ENSP00000308541	9606.ENSP00000361405	0	0	0	0	0	0	0	0.573	0.573
F2	TNF	9606.ENSP00000308541	9606.ENSP00000398698	0	0	0	0	0	0	0	0.627	0.627
F2	IL6	9606.ENSP00000308541	9606.ENSP00000385675	0	0	0	0	0	0	0	0.633	0.633
F2	GOT1	9606.ENSP00000308541	9606.ENSP00000359539	0	0	0	0	0	0	0	0.663	0.663
F2	SPP1	9606.ENSP00000308541	9606.ENSP00000378517	0	0	0	0	0.062	0.608	0	0.514	0.806
F2	PPARA	9606.ENSP00000308541	9606.ENSP00000385523	0	0	0	0	0.064	0	0.900	0.202	0.918
FASN	MAPK3	9606.ENSP00000304592	9606.ENSP00000263025	0	0	0	0	0	0.270	0	0.343	0.499
FASN	TP53	9606.ENSP00000304592	9606.ENSP00000269305	0	0	0	0	0	0	0	0.464	0.463
FASN	PPARG	9606.ENSP00000304592	9606.ENSP00000287820	0	0	0	0	0	0	0	0.829	0.829
FASN	HMGCR	9606.ENSP00000304592	9606.ENSP00000287936	0	0	0	0	0.106	0	0	0.832	0.843
FASN	INSR	9606.ENSP00000304592	9606.ENSP00000303830	0	0	0	0	0	0	0	0.428	0.428
FASN	TNF	9606.ENSP00000304592	9606.ENSP00000398698	0	0	0	0	0	0	0	0.438	0.438
FASN	PPARD	9606.ENSP00000304592	9606.ENSP00000310928	0	0	0	0	0.062	0	0	0.432	0.445
FASN	PTEN	9606.ENSP00000304592	9606.ENSP00000361021	0	0	0	0	0	0.062	0	0.437	0.449
FASN	IL6	9606.ENSP00000304592	9606.ENSP00000385675	0	0	0	0	0	0	0	0.459	0.459
FASN	MTTP	9606.ENSP00000304592	9606.ENSP00000427679	0	0	0	0	0	0	0	0.576	0.576
FASN	LDLR	9606.ENSP00000304592	9606.ENSP00000454071	0	0	0	0	0.085	0.068	0	0.569	0.601
FASN	HIF1A	9606.ENSP00000304592	9606.ENSP00000437955	0	0	0	0	0	0.283	0	0.481	0.612
FASN	SLC2A4	9606.ENSP00000304592	9606.ENSP00000320935	0	0	0	0	0.049	0	0	0.640	0.643
FASN	PPARA	9606.ENSP00000304592	9606.ENSP00000385523	0	0	0	0	0	0	0	0.819	0.820
FASN	RXRA	9606.ENSP00000304592	9606.ENSP00000419692	0	0	0	0	0.062	0	0.900	0.331	0.931
FASN	SREBF1	9606.ENSP00000304592	9606.ENSP00000348069	0	0	0	0	0.189	0	0.900	0.923	0.993
GOT1	SOD1	9606.ENSP00000359539	9606.ENSP00000270142	0	0	0	0	0.267	0.432	0	0.216	0.646
GSR	HMOX1	9606.ENSP00000221130	9606.ENSP00000216117	0	0	0	0	0.083	0.098	0	0.742	0.768
GSR	PPARA	9606.ENSP00000221130	9606.ENSP00000385523	0	0	0	0	0	0.057	0	0.391	0.401
GSR	PPARG	9606.ENSP00000221130	9606.ENSP00000287820	0	0	0	0	0	0.057	0	0.392	0.402
GSR	PON1	9606.ENSP00000221130	9606.ENSP00000222381	0	0	0	0	0	0	0	0.404	0.404
GSR	MAPK3	9606.ENSP00000221130	9606.ENSP00000263025	0	0	0	0	0.067	0	0	0.395	0.412
GSR	HIF1A	9606.ENSP00000221130	9606.ENSP00000437955	0	0	0	0	0	0	0	0.413	0.412
GSR	JUN	9606.ENSP00000221130	9606.ENSP00000360266	0	0	0	0	0	0.129	0	0.458	0.507
GSR	TP53	9606.ENSP00000221130	9606.ENSP00000269305	0	0	0	0	0	0	0	0.508	0.508
GSR	XDH	9606.ENSP00000221130	9606.ENSP00000368727	0	0	0	0	0	0	0	0.516	0.516
GSR	PTGS2	9606.ENSP00000221130	9606.ENSP00000356438	0	0	0	0	0	0.166	0	0.478	0.546
GSR	TNF	9606.ENSP00000221130	9606.ENSP00000398698	0	0	0	0	0	0	0	0.550	0.550
GSR	IL1B	9606.ENSP00000221130	9606.ENSP00000263341	0	0	0	0	0	0	0	0.556	0.556
GSR	MPO	9606.ENSP00000221130	9606.ENSP00000225275	0	0	0	0	0	0.166	0	0.490	0.556
GSR	IL6	9606.ENSP00000221130	9606.ENSP00000385675	0	0	0	0	0	0	0	0.563	0.563
GSR	NFE2L2	9606.ENSP00000221130	9606.ENSP00000380252	0	0	0	0	0	0	0	0.716	0.716
GSR	NQO1	9606.ENSP00000221130	9606.ENSP00000319788	0	0	0	0	0.064	0	0	0.730	0.736
GSR	GSTM1	9606.ENSP00000221130	9606.ENSP00000311469	0	0	0	0	0.064	0	0.650	0.544	0.837
GSR	GSTP1	9606.ENSP00000221130	9606.ENSP00000381607	0	0	0	0	0.064	0	0.650	0.580	0.850
GSR	SOD1	9606.ENSP00000221130	9606.ENSP00000270142	0	0	0	0	0.073	0.117	0	0.840	0.858
GSR	GSTM2	9606.ENSP00000221130	9606.ENSP00000241337	0	0	0	0	0.064	0	0.650	0.616	0.863
GSTM1	HMOX1	9606.ENSP00000311469	9606.ENSP00000216117	0	0	0	0	0	0	0	0.552	0.552
GSTM1	PON1	9606.ENSP00000311469	9606.ENSP00000222381	0	0	0	0	0.062	0	0	0.517	0.527
GSTM1	MPO	9606.ENSP00000311469	9606.ENSP00000225275	0	0	0	0	0	0	0	0.467	0.467
GSTM1	GSTM2	9606.ENSP00000311469	9606.ENSP00000241337	0	0	0.447	0.981	0.830	0.462	0.650	0.841	0.966
GSTM1	TP53	9606.ENSP00000311469	9606.ENSP00000269305	0	0	0	0	0	0	0	0.556	0.556
GSTM1	TNF	9606.ENSP00000311469	9606.ENSP00000398698	0	0	0	0	0	0	0	0.407	0.407
GSTM1	NFE2L2	9606.ENSP00000311469	9606.ENSP00000380252	0	0	0	0	0	0	0	0.503	0.503
GSTM1	GSTP1	9606.ENSP00000311469	9606.ENSP00000381607	0	0	0	0.782	0	0	0.650	0.927	0.720
GSTM1	NQO1	9606.ENSP00000311469	9606.ENSP00000319788	0	0	0	0	0.060	0	0	0.735	0.740
GSTM1	SPP1	9606.ENSP00000311469	9606.ENSP00000378517	0	0	0	0	0	0	0	0.932	0.932
GSTM2	HMOX1	9606.ENSP00000241337	9606.ENSP00000216117	0	0	0	0	0	0	0	0.529	0.529
GSTM2	NFE2L2	9606.ENSP00000241337	9606.ENSP00000380252	0	0	0	0	0	0	0	0.409	0.409
GSTM2	JUN	9606.ENSP00000241337	9606.ENSP00000360266	0	0	0	0	0	0	0	0.416	0.416
GSTM2	NQO1	9606.ENSP00000241337	9606.ENSP00000319788	0	0	0	0	0	0	0	0.605	0.605
GSTM2	GSTP1	9606.ENSP00000241337	9606.ENSP00000381607	0	0	0	0.803	0	0	0.650	0.802	0.704
GSTP1	HMOX1	9606.ENSP00000381607	9606.ENSP00000216117	0	0	0	0	0	0	0	0.556	0.556
GSTP1	PON1	9606.ENSP00000381607	9606.ENSP00000222381	0	0	0	0	0.062	0	0	0.402	0.415
GSTP1	MPO	9606.ENSP00000381607	9606.ENSP00000225275	0	0	0	0	0	0	0	0.421	0.420
GSTP1	TP53	9606.ENSP00000381607	9606.ENSP00000269305	0	0	0	0	0	0	0	0.665	0.665
GSTP1	SOD1	9606.ENSP00000381607	9606.ENSP00000270142	0	0	0	0	0.063	0.129	0	0.470	0.530
GSTP1	NQO1	9606.ENSP00000381607	9606.ENSP00000319788	0	0	0	0	0.065	0	0	0.714	0.721
GSTP1	RASSF1	9606.ENSP00000381607	9606.ENSP00000349547	0	0	0	0	0	0	0	0.827	0.827
GSTP1	PTGS2	9606.ENSP00000381607	9606.ENSP00000356438	0	0	0	0	0	0	0	0.501	0.501
GSTP1	JUN	9606.ENSP00000381607	9606.ENSP00000360266	0	0	0	0	0	0.094	0	0.985	0.986
GSTP1	PTEN	9606.ENSP00000381607	9606.ENSP00000361021	0	0	0	0	0	0.056	0	0.464	0.472
GSTP1	MAPK8	9606.ENSP00000381607	9606.ENSP00000378974	0	0	0	0	0	0.757	0	0.982	0.995
GSTP1	NFE2L2	9606.ENSP00000381607	9606.ENSP00000380252	0	0	0	0	0	0	0	0.573	0.573
HIF1A	HMOX1	9606.ENSP00000437955	9606.ENSP00000216117	0	0	0	0	0	0	0	0.697	0.697
HIF1A	MMP2	9606.ENSP00000437955	9606.ENSP00000219070	0	0	0	0	0	0	0	0.754	0.754
HIF1A	TGFB1	9606.ENSP00000437955	9606.ENSP00000221930	0	0	0	0	0	0.209	0	0.581	0.654
HIF1A	SERPINE1	9606.ENSP00000437955	9606.ENSP00000223095	0	0	0	0	0.076	0	0	0.602	0.616
HIF1A	IFNG	9606.ENSP00000437955	9606.ENSP00000229135	0	0	0	0	0	0	0	0.524	0.524
HIF1A	MAPK14	9606.ENSP00000437955	9606.ENSP00000229795	0	0	0	0	0	0	0	0.496	0.496
HIF1A	HSPB1	9606.ENSP00000437955	9606.ENSP00000248553	0	0	0	0	0	0	0	0.462	0.462
